case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd
1749309,Vapor-ettes - Decatur,"Cagle Vapor-ettes, LLC",1904 W Business 380,Decatur,TX,76234,453991
1752494,Subway,"Lake County Subway Development, LLC",979 11th Street,Lakeport,CA,95453,4452
1566830,True Blue Cleaners (Milford),"True Blue Cleaners, Inc.",142 Nashua St.,Milford,NH,3055,812320
1691383,Star Stop #24,Panjwani Energy LLC,22610 Hwy 249,Tomball,TX,77375,447110
1704335,"Elite Medical Services, Inc.","Medical Transport Management, LLC",109 W. Peddicord St.,Dermott,AR,71638,621910
1655360,ISS Action Inc.,ISS Action Inc.,Bldg. 9101 (GPO),Stennis Space Center,MS,39529,561612
1589821,BTL Technologies,"BTL Technologies, Inc.",5355 E. Granite Street,Davis Monthan AFB,AZ,85707,541513
1712689,"Drywall Dynamics, Inc.","Drywall Dynamics, Inc.",9308 E. Lakeview Hills Rd.,Traverse City,MI,49684,238310
1785982,Western Transportation,"Western Transportation, Inc.",501 S US Hwy 81/287 Bus,Decatur,TX,76234,48412
1782604,Borchard Farms - AGER,"Borchard Farms, LLC.",13058 Gore Rd.,Dover,FL,33527,111333
1782752,Go Wireless - Metro PCS,"Go Indy, Inc.",3358 West 16th Street,Indianapolis,IN,46222,517210
1782754,Go Wireless - Metro PCS,"Go Indy, Inc.",5670 Georgetown Road,Indianapolis,IN,46254,517210
1782755,Go Wireless - Metro PCS,"Go Indy, Inc",5035 West 71st Street,Indianapolis,IN,46268,517210
1778925,Lois M. DeBerry Special Needs Facility,State of Tennessee,7575 Coclkrill Bend,Nashville,TN,37217,9110
1547538,Dairy Queen (Broadway),"Denton, Inc.",230 W Broadway Ave,Bismarck,ND,58501,722211
1542916,"Solo D Mushrooms, Inc.","Solo D Mushrooms, Inc.",210 Lees Bridge Road,Nottingham,PA,19362,111411
1532654,"Fuentes, Eleuterio","Fuentes, Eleuterio",7915 Jessica Street,Edinburg,TX,78539,115115
1532709,McDonald's of El Paso,"McDonald's Restaurants of Texas, Inc.",901 N. Resler,El Paso,TX,79912,722211
1411177,Rock & Republic Enterprises Inc.,Rock & Republic Enterprises Inc.,3525 Eastham Drive,Culver City,CA,90232,315239
1651604,"Astro Interior Contracting, Inc. (ET Booth)","Astro Interior Contracting, Inc.",5517 Oakdale Road,Mableton,GA,30126,236220
1653860,"De La Fuente, Joe FLC","De La Fuente, Joe",4407 Renee Way,Weslaco,TX,78596,115115
1790586,"ARS Ohio, LLC (Dayton)",ARS Ohio LLC,36 North Irwin St.,Dayton,OH,45403,488410
1790587,"ARS Ohio, LLC (Columbus)",ARS Ohio LLC,1530 Joyce Ave.,Columbus,OH,43219,488410
1790588,"ARS Ohio, LLC (Cleveland)",ARS Ohio LLC,210 E. Twinsburg Rd.,Northfield,OH,44067,488410
1779049,"Palafox, Rogelio - (FLC)","Palafox Trucking and Harvesting, Inc.",8980 SE County Road 768,Arcadia,FL,34266,111320
1782897,TLC Construction LLC,"TLC Construction, LLC",1959 Saratoga Blvd,Corpus Christi,TX,78417,236115
1774277,Subway,"Mataji, LLC.",7021 S Memorial Dr.,Tulsa,OK,74133,722211
1774290,Subway,"Mataji, LLC.",4343 S. Memorial Drive,Tulsa,OK,74145,722211
1779145,Smart and Final Store #582,"Smart & Final, LLC",7223 Fair Oak Blvd.,Carmichael,CA,95608,445110
1621046,The Lakes,Careage Management,5801 Sun Lakes,Banning,CA,92220,623312
1547600,Midland Food Group dba Pizza Hut,"Midland Food Services, LLC",704 West Main Street,Ripley,WV,25271,722110
1766409,Sonic Drive-In,Sonic Drive In,3685 Mendenhall,Memphis,TN,38115,722211
1543116,Electromotive Diesel,"Electro-Motive Diesel, Inc.",9301 W. 55th Street,La Grange,IL,60525,336510
1532947,City of Chicago Dept of Transportation,City of Chicago,3124 South Sacramento,Chicago,IL,60623,9770
1667528,"Rick Hall, HP (Whittington House 3)",Loblolly Farms,19482 Lankford Hwy,Parksley,VA,23421,111219
1748281,McJunkin Red Man Corporation,McJunkin Red Man Corporation Inc,1582 Woodward Ave,Lock Haven,PA,17745,213111
1698663,"Defender Services, Inc.","Defender Services, Inc.",1 Goodyear Blvd,Lawton,OK,73505,326211
1533962,Midwest Medical Transport Co.,Platte County Ambulance Company,2155  33rd  Ave.,Columbus,NE,68601,621910
1651672,El Dos De Oros,San Juan Mexican Restaurant Inc.,245 North Main Street,Kingman,KS,67068,722110
1365363,Nutritional Products of Texas,"Nutritional Products of Texas, Inc.",4123 Denton Hwy,Haltom City,TX,76117,424410
1676663,Bar Louie - Mohegan Sun at Pocono Downs,"BL Restaurant Operations, LLC",1280 Highway 315,Wilkes Barre,PA,18702,722211
1756011,Kohl's (Union Gap),Kohl's Corporation,2551 Main St.,Union Gap,WA,98903,45211
1489667,"Special Health Resources for Texas, Inc",Special Health Resources for Texas Inc,323B N High St,Longview,TX,75602,621498
1774926,Prospect Waterproofing Company,Prospect Waterproofing Company,118 Acacia Lane,Sterling,VA,20166,238160
1548285,Mo Industries LLC.,Mo Industries LLC.,3751 S. Hill St.,Los Angeles,CA,90007,315239
1378511,China Family Buffet,Family Buffet Inc.,3805 W. 20 Ave,Hialeah,FL,33012,722110
1539920,Harper Enterprises,"Harper Enterprises, Ltd.",P.O. Box 9,Seneca Rocks,WV,26884,722110
1533825,On The Run,Exxon Mobil Corporation,704 Howard Ave,New Orleans,LA,70130,447110
1534006,Goodwin Tucker Group,"Mid Iowa Refrigeration, Inc.",2900 Delaware Ave.,Des Moines,IA,50317,811310
1537332,"Logistical Customer Service, Inc.","Logistical Customer Service, Inc.",1140 Steward Peterson AFB,Colorado Springs,CO,80914,452910
1689633,Supermercado Econo - Villa del Carmen,Nave Inc.,Villas del Carmen Shopping Ctr.,Caguas,PR,726,445110
1694160,AVALON - LEGENDS,Ryan Busalacchi & Aaron Busalacchi PTR Avalon,102 Celsia Way,Oakley,CA,94561,9690
1694161,AVALON - STONY HILL,Ryan Busalacchi & Aaron Busalacchi PTR Avalon,308 Stony Hill Circle,Oakley,CA,94561,9690
1278460,NCLN20 (Sacramento),NCLN20,3404 Hall Road,Lafayette,CA,94549,561612
1284421,Economy Inn,"Dutt, LLC",97 Wallace Road,Nashville,TN,37211,72111
1066869,"Koch Foods, L.L.C.","Koch Foods, Inc.",123 South Fairmont Avenue,Morristown,TN,37813,311615
1786793,Good Hope of Pinellas (CCPA),"Bethel Health, Inc.",7575 65th Way,Pinellas Park,FL,33781,623110
1791595,Aramark,"Aramark Facility Services, LLC",5000 Forbes Avenue  (CMU Campus),Pittsburgh,PA,15232,56172
1783309,Guard Force International,"Guard Force International, Inc.",1520 E 10th St,The Dalles,OR,97058,561612
1783430,Laguna Park RCFE,"Franas Enterprise, LLC.",5721 Laguna Park Drive,Elk Grove,CA,95758,62331
1783436,Laguna Village RCFE,"Franas Enterprise, LLC",4524 Bird's  Eye Way,Elk Grove,CA,95758,62331
1385409,T. J. Enterprises & Acoustical,T.J. Enterprises & Acoustical,4425 S. 500 W. #G,Salt Lake City,UT,84123,238130
1390880,Rivera Harvesting,Rivera Harvesting,1243 Polk Road,Wauchula,FL,33873,115115
1548598,Concrete Foundations,"Concrete Foundations, Inc.",304 East McNeil St.,Lillington,NC,27546,238110
1540008,"Barragan, Salvador, FLC","Barragan, Salvador, FLC",102 Minorca Street,Lake Placid,FL,33852,111320
1543471,Tanimura & Antle,Tanimura & Antle,12747 Cawelti Rd,Oxnard,CA,93030,111219
1537044,Courtyard by Marriott Providence-Lincoln,Buffalo Lodging Associates,636 George Washington Hwy.,Lincoln,RI,2865,721110
1537065,Advance Gastroenterology Associates,Advance Gastroenterology Associates,"34041 US Highway 19 North, Ste A",Palm Harbor,FL,34684,621111
1633063,Sonny's Real Pit  Bar-B-Q,Tricor of Hillsborough County Inc,1102 Goldfinch Blvd,Plant City,FL,33565,722110
1540518,Cinnabon,HMS Host Corporation,433 Opry Mills Drive,Nashville,TN,37214,722213
1534293,L & J Homes,"L & J Homes, Inc.",P. O. Box 2273,Burlington,NC,27216,9690
1537562,FLC Jose Zamarripa,"Jose G. Zamarripa Harvesting, Inc.",77 South Lime Street,Fellsmere,FL,32948,115115
1537580,Gui's Lumber,"Gui's Lumber & Home Center, Inc",14085 Route 219,Springville,NY,14141,444130
1537606,Eagle Insulations,"Eagle Insulation, LLC",2431 Clio Street,New Orleans,LA,70113,238310
1633920,Yalobusha Gin,"Yalobusha County Gin Company, Inc",3745 CR 211,Coffeeville,MS,38922,115111
1400746,East West Clothing Inc,"East West Clothing, Inc.",3481 East 14th Street,Los Angeles,CA,90023,31523
1568890,Blue Cat,Blue Cat USA,140 Liggett Rd,Bellevue,TX,76228,238160
1398722,One Wrapper,Just For Wraps Inc.,2825 Santa Fe,Vernon,CA,90058,315232
1783480,"Fuentes, Eleuterio FLC","Fuentes, Eleuterio FLC",1313 E. Hernandez Rd.,Donna,TX,78537,115115
1779783,Suncor - Shell Gas Station (6556 S. Broadway),Tareni Inc.,6556 S. Broadway,Littleton,CO,80121,44711
1783636,"Rentz Communications, Inc.","Rentz Communications, Inc.",7845 Hwy. 144,Baxley,GA,31513,238210
1540251,Ball's Price Chopper-Grandview,Four B Corp,12220 South 71 Highway,Grandview,MO,64030,445110
1540261,Price Chopper-Pleasant Hill,"Cosentino Enterprises, Inc.",2101 N. Highway 7,Pleasant Hill,MO,64080,445110
1543762,Valley Services,"Valley Services, Inc.",3210 B Hollywood Ave,Shreveport,LA,71104,624210
1540672,"Martinez Jr., Andres","Martinez Jr., Andres",4110 So. I Rd,Edinburg,TX,78539,115115
1544546,WV Regional Jail & Correctional Facility Auth,WV Regional Jail & Correctional Facility Auth,"1325 Virginia St., E",Charleston,WV,25301,9110
1541010,"Guerra, Maria","Guerra, Maria FLC",201 1/2 No. Republic Apt A,Weslaco,TX,78596,115115
1541024,Skill Creations of Kenansville,"Skill Creations, Inc.",200 South Strokes Street,Kenansville,NC,28349,9690
1537647,FM Home Improvement (Barbara Terrace),"FM Home Improvement, Inc.","3125 Route 10 East, Suite 1D",Denville,NJ,7834,23611
1560066,"United Forming, Inc","United Forming, Inc",470 Riverside Parkway,Austell,GA,30168,238110
1488370,Autolube Inc,Autolube Inc,918 S. Hwy 37,Mount Vernon,TX,75457,811191
1379734,Paul Hafner Farms,Paul Hafner Farms Fruits & Vegetables,1481 West Genesee Road,Lysander,NY,13027,111219
1679419,Metro Mattress,Metro Mattress Corporation,3545 John Glenn Blvd,Syracuse,NY,13209,442299
1425409,Mobil on the Run,Exxon Mobil Corp.,Hutchinson River Pkwy,White Plains,NY,10601,447110
1572798,Curves,P & J Enterprises,"17706 I-30, Ste 1",Benton,AR,72015,713940
1794360,Cam's Carpet LLC,Cam's Carpet LLC,1 Vandenberg Drive,Bedford,MA,1730,238330
1783834,Carondelet Manor,Carondelet Long Term Care Facility,621 Carondelet Drive,Kansas City,MO,64114,623110
1543909,Ball's Hen House Lee's Summit,Four B Corp,1015 NE Rice,Lees Summit,MO,64086,445110
1549661,"Blueberry Hill Farms, Inc. - AGER","Blueberry Hill Farms, Inc.",582 Barnhill Blueberry Lane,Ivanhoe,NC,28447,111334
1541048,Whole Foods Market,Whole Foods Market Inc.,475 State Route 35,Middletown,NJ,7748,44511
1544911,Whole Foods Market #10224,"Whole Foods Market Group, Inc.",1140 Woodruff Road # 200,Greenville,SC,29607,4244
1640948,Bala Theatre,CCG Holdings LLC,200 Park Avenue,Florham Park,NJ,7932,512131
1534881,GameStop - Waikele location,GameStop Corp.,94-805 Lumiaina St.,Waipahu,HI,96797,443120
1459323,A-1 Wireless,A-1 Cellular Inc.,7703 North Kings Hwy Suite 2,Myrtle Beach,SC,29572,517212
1450430,Beef & Bourbon,"El Tipico Enterprises, Inc",4946 Rigsby,San Antonio,TX,78222,722110
1467697,Prime Mart,Prime Business Group LLC,403 Chemung Street,Waverly,NY,14892,445120
1787311,"Jamerson Farms Operations, LLC","Jamerson Farms Operations, LLC",12500 Greenmeadow Road,Lehigh Acres,FL,33970,115114
1748235,T R Lee Oil & LP Gas Co,"TR Lee Oil Company, Inc.",400 W Main St Clayton,Clayton,NC,27520,44719
1783966,Metro PCS (Laurens Rd.),"INDMEX Solutions, LLC",1401 Laurens Rd.,Greenville,SC,29607,517210
1787394,Bethel Care Center,Welcov Healthcare,420 Marshall Ave,Saint Paul,MN,55102,623110
1775757,Tareni Inc.(Suncor Gas station),Tareni Inc.,6515 S. Broadway,Littleton,CO,80121,44711
1780406,America's Dust Busters Inc.,America's Dust Busters Inc.,222 NE 68 Street,Miami,FL,33138,81233
1550537,One World,"One World Apparel, LLC",1515 15th Street,Los Angeles,CA,90021,315232
1462812,Fox Collision,"Fox Collision Center, Inc.",12012 E. Kellogg,Wichita,KS,67207,811121
1545138,Goodwin Tucker Group,"Mid Iowa Refrigeration, Inc.",935 33rd Avenue SW,Cedar Rapids,IA,52404,811310
1538283,Codigo,"Patzzi, Inc.",224 E. 11th Street Suite 300,Los Angeles,CA,90015,315232
1538290,Drifter Industries,Drifter Industries,1215 W. Walnut Street,Compton,CA,90220,315232
1515032,"Zappala Farms, LLC","Zappala Farms, LLC",11401 Schuyler Road,Cato,NY,13033,111219
1438091,"USA Truck Stop, Inc.","USA Truck Stop, Inc.",2657 Cobbham Road,Thomson,GA,30824,445120
1787458,"M. Brett Painting Company, Inc.",M. Brett Painting Company Inc.,458 Shore Rd.,Old Lyme,CT,6371,2383
1447162,Reynaldo Rivera,Rivera Harvesting,1243 Polk Rd.,Wauchula,FL,33873,115115
1525583,Leonardo Hernandez,Leonardo Hernandez,P.O. Box 2984,Immokalee,FL,34143,115115
1468194,"ST. LOUIS, Sanier - FLC","S & T Farm, Inc",1580 N. W. 124th St.,Miami,FL,33167,115115
1468812,SEIU Local 1877,Service Employees International Union 1877,1247 W. 7th Street.,Los Angeles,CA,90017,813930
1473003,Fox Collision,"Fox Collision Center, Incorporated",5400 Antioch Road,Mission,KS,66202,811121
1777243,"Soto, Diane FLC","Soto, Diane",16473 Cove Lane,Edinburg,TX,78540,115115
1777311,Harris,Harris Corporation,Nasa White Sands Complex Nasa Road T20,Las Cruces,NM,88012,517410
1478075,Natives Restaurant,Natives Restaurant,82-22 Northern Blvd,Jackson Heights,NY,11372,72211
1545321,High Hotels Ltd,High Hotels Ltd.,1853 William Penn Way,Lancaster,PA,17605,721110
1552244,"Ram Industrial Services, Inc.",Ram Industrial Services Inc.,"2850 Appleton Street, Suite 5",Camp Hill,PA,17011,423610
1541293,Dollar General Store,DolGenCorp LLC,603 Hwy. 90,Bay Saint Louis,MS,39520,45299
1541391,Parking Area Maintenance Inc.,Parking Area Maintenance Inc.,6920 Asphalt Avenue,Tampa,FL,33614,324122
1535211,Night Eyes,"Night Eyes Protective Services, Inc.",2407 E. Yandell,El Paso,TX,79903,561612
1535246,"LP Enterprises, Inc.","LP Enterprises, Inc.",1277 N. 2550 E.,Layton,UT,84040,492210
1535262,Oso Lumber & Hardware,"Oso Lumber, Inc.",21015 SR 9 NE,Arlington,WA,98223,423310
1748041,Elite Landscaping,"Elite Landscaping, Inc.",414 Meco Dr.,Wilmington,DE,19804,561730
1524288,Ryan's Steakhouse,"Fire Mountain Restaurant, LLC",195 Greasy Ridge Road,Princeton,WV,24740,722110
1376492,El Gitano III - Bellingham,"El Gitano Restaurant III, Inc.",1125 E Sunset Dr,Bellingham,WA,98226,72211
1461053,Maine Fire Protection Service,"PD Industries, Inc.","6 Dowd Road, PO Box 1085",Bangor,ME,4402,238290
1392408,Carol Harris Staffing,Carol Harris Staffing LLC,708 Stevenson Boulevard,New Kensington,PA,15068,561320
1392409,Carol Harris Staffing,Carol Harris Staffing LLC,501 Burton Avenue,Youngwood,PA,15697,561320
1392411,Carol Harris Staffing,Carol Harris Staffing LLC,458 Salem 22 Shopping Center,Delmont,PA,15626,561320
1511295,Dameron Property Management,Dameron Property Management Inc,13724 East Sprague Ave,Spokane,WA,99216,561720
1512082,Hunan Restaurant,"Hunan Restaurant, Inc.",913  S. Fort Hood St,Killeen,TX,76541,722211
1726833,Signature Landscape,Signature Landscape,15705 S. Pflumm Road,Olathe,KS,66062,561730
1515056,"Anjaleoni Enterprises, Inc.","Anjaleoni Enterprises, Inc.",3086 Armstrong Avenue,Clovis,CA,93611,621610
1394441,Kennametal Industries,"Kennametal Industries, Inc.",378 Main Street,Lyndonville,VT,5851,3312
1455219,New Horizons Rehabilitation,"New Horizons Rehabilitation, Inc.",237 Six Pine Ranch Road,Batesville,IN,47006,624310
1516269,Bally's Las Vegas Hotel & Casino,Parball Corporation,3465 Las Vegas Blvd S,Las Vegas,NV,89109,721120
1780718,F & R Construction,F & R Construction,105 Noreaster Lane,Beaufort,NC,28516,238390
1526707,"Complete Maintenance, Inc.","Complete Maintenance, Inc.",5216 David Strickland,Fort Worth,TX,76119,561720
1526770,Side Bar & Associates/Irvine,Side Bar & Associates,"7700 Edgeater Drive, Suite 527",Oakland,CA,94621,561612
1781370,"Owen Electric Company, Inc.","Owen Electric Company, Inc.",VA Hospital,Tallahassee,FL,32301,238210
1478771,"Wm. G. Roe and Sons, Inc.","Wm. G. Roe & Sons, Inc.","500 Avenue R., S.W.",Winter Haven,FL,33880,111310
1479268,"Walter Transport, Incorporated","Walter Transport, Inc.",20002 East Old Lexington Road,Independence,MO,64058,48412
1552345,Sunglass Hut,Luxottica Retail,C/O Lakeside Mall,Metairie,LA,70002,315999
1449012,Luby's,Luby's Restaurants Limited Partenership,4901 North 10th Street,McAllen,TX,78504,722110
1391907,St. Vincent's Medical Center,St. Vincent's Medical Center,2800 Main Street,Bridgeport,CT,6606,622110
1676612,Raintree Health Care,"Raintree Group Holding, LLC dba Raintree Heal",215 Ayrsley Towne Blvd,Charlotte,NC,28273,623110
1383312,"Majalca, Concepcion",Concepcion Majalca dba,PO Box 548,Deming,NM,88031,115115
1762756,Gillis Farms - AGER,Gillis Farms Inc.,Rt Box 279,Hatch,NM,87937,111219
1470075,R.J. Delano Alternative School,Kansas City Missouri School District,Work Activity Center,Kansas City,MO,64128,9730
1426201,"Pyramid Services, Inc.","Pyramid Services, Inc.",2501 E. Avenue P,Palmdale,CA,93550,324121
1576798,A. Bonamese Contracting (Adams),"A. Bonamese Contracting, Inc.",860 Boardman-Canfield Rd.,Boardman,OH,44512,237310
1593977,"Walter Transport, Inc.","Walter Transport, Inc.",Box 580,Blue Springs,MO,64013,484110
1787852,"Davis Mail Services, Inc.",Davis Mail Services Inc,6819 Elkmont Drive,Jacksonville,FL,32226,484220
1740301,"Girling Health Care, Inc.","Girling Health Care, Inc.","100 E. Ferguson St., Ste 600",Tyler,TX,75702,623990
1521454,R.T. Allen & Sons,"R.T. Allen & Sons, Inc.",72 Depot St.,Union,ME,4862,111334
1777795,Total Care Medical Transportation,"Total Care Medical Transportation, Inc.",28264 Southhampton Parkway,Courtland,VA,23837,48599
1777872,"Reed Contracting Services, Inc.","Reed Contracting Services, Inc.",4704 Union Grove Road,Union Grove,AL,35175,23811
1545596,"American Environmental Construction, LLC","American Environmental Construction, LLC",PO Box 81005,Seattle,WA,98108,23899
1552355,I.Ner Wholesale and Manufacturing,"Ye Eun, Inc.",1100 South San Pedro Street #M-2,Los Angeles,CA,90015,315232
1538716,EconoLodge,Ganesh Hospitality LLC,251 Greenmanville Ave.,Mystic,CT,6355,72111
1535487,Kroger,Kroger Inc.,1425 Columbus Avenue,Lebanon,OH,45036,445110
1535602,Pizza Hut,"Midland Food Services, LLC",5021 MacCorkle Ave.,South Charleston,WV,25309,722110
1535611,"J.B. Hunt Transport Services, Inc.","J.B. Hunt Transport Services, Inc.",615 J.B. Hunt Corporate Drive,Lowell,AR,72745,484121
1759755,John Deere Davenport Works,Deere & Company,1175 E 90th Street,Davenport,IA,52807,333111
1520433,Utah Dept. of Alcoholic Beverage Control,State of Utah,1625 South 900 West,Salt Lake City,UT,84138,9280
1502050,Avis Rental Car,"Avis Rent A Car Systems, Inc.",Albany Airport,Albany,NY,12205,5321
1765001,Novitas Solutions,"Novitas Solutions, Inc",501 Grant Street,Pittsburgh,PA,15219,92312
1588642,Ameren IP,Ameren Corporation,370 S. Main St.,Decatur,IL,62522,221210
1788472,Glenn O. Hawbaker (GOH),"Glenn O. Hawbaker, Inc.",1952 Waddle Road,State College,PA,16803,237310
1564492,Town of Islip,Town of Islip,655 Main Street,Islip,NY,11751,9830
1788776,"Don E. Bower, Inc.","Don E. Bower, Inc.",208 W. 11th St.,Berwick,PA,18603,2389
1789165,Advantage Solutions,"Advantage Sales and Marketing, LLC","18100 Von Karman, Ste 1000",Irvine,CA,92612,541613
